authormeta_avatar,authormeta_name,text,diggcount,sharecount,playcount,commentcount,videometa_duration,musicmeta_musicname,musicmeta_musicauthor,musicmeta_musicoriginal,createtimeiso,webvideourl
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ac176d833953c29b46ea1c39787ee319~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2ef02cb4&x-expires=1761944400&x-signature=3CrbznkYxSTi%2FgaB%2BxWNqkzLw4c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,moooooom459,,2132,302,67300,805,20,original sound,tknevylm24,True,2025-10-09 15:49:54+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6ba86a8c137c40f0848d34ba92d50e3a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=66b346ad&x-expires=1761944400&x-signature=KX3OqGm%2BbBw4TStd%2BsJ7LM2XPXY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,thecharmontez,#fyp #memecut,16800,828,4300000,1932,7,xasper shrek,repilus ♱,True,2024-12-23 20:37:51+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/6a41c762afdc561a4f5ca84445ca129f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f61d9597&x-expires=1761944400&x-signature=wcKSflTHnb308N5y29fWH9GR%2F20%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,americasnum1fan,ok h #viral #h #funny?,20,0,4129,4,8,СерыйКошка2.0,Черепошка 🤓✌️🤘,True,2025-10-14 14:07:41+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a92590151c4179403229466fc1cfc7a9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=007b75eb&x-expires=1761944400&x-signature=Sgfsq8SrEXSkOjsvyiLQvnU43Vg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,andrewtk00,yall are crazy #fyp,1683,12,122900,35,5,YUP AND I DO by Zeddy Will,Zeddy Will 🤠,True,2025-06-02 17:25:58+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/19c4cec6aaa8c0910d778424a7945bdb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f783fcbf&x-expires=1761944400&x-signature=iJJ27XbM92oDJ4SuNgvhxfoL9%2Fs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,momentum.official,"TOP 3 STOCKS FOR TUESDAY 10/28/25 TRADING DAY

The next big short squeeze after BYND is here.. If you aren’t watching these stocks tomorrow.. I don’t know what you’re doing.

Want my full watchlist and to watch these trades in real-time? Claim your 7 day free trial! 

What stocks are you looking to trade tomorrow? 

#howtotrade #daytrading #investing #stockstowatch",1127,60,23500,157,174,original sound,Momentum.,True,2025-10-27 23:28:49+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7735d4f7e5709ba60b905743292e35f6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98ece11b&x-expires=1761944400&x-signature=1QfcNevFB1iu%2BGrA%2FXpiggnUgeo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,somalifestyleandfaith,"Find your recently viewed video in the watch History .. .
.
.
#watchhistory #viewsproblem #views #viewedvideo #learnontiktok #learnwithtiktok",14100,1008,3200000,1080,41,original sound,Churbie_Soma,True,2024-04-08 19:29:12+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b3499b8f87c390cd8dc781f714e611ca~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=aa8894d7&x-expires=1761944400&x-signature=QiE6tHUuUgkFFZfMH8hSr2qvQP4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,fwemannzy,Ruins my mood..#real #relatable #tiktok,25400,1351,291400,1912,10,Ganger by Rroxket CYBER SPEED,cyberundergr0und,True,2025-07-12 15:01:31+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310351874073296939~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f266c2a3&x-expires=1761944400&x-signature=vasU5amPKtWsrTc7VQkBgO0oiBo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,realburnttoasthehe,I’ve seen ALL of them like 5 times dw,2200000,49400,25300000,2273,11,Western Music: Arizona Dreaming,Piero Piccioni,False,2025-06-16 15:46:01+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b245d3d949e1a4db725bc7767d221327~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c163bc98&x-expires=1761944400&x-signature=6%2B8%2BoYFBRwwWY9VMVb25zJI4JHo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,mrwatcherman,How to put on a watch by your self. #watch #wristwatch #lifehack #tutorial,126,8,10400,15,60,Feeling Good,Michael Bublé,False,2022-11-23 18:30:14+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/aecd9a731d01b235e3f5d78dfe69fb27~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3359cfa6&x-expires=1761944400&x-signature=YcrbQq6Lt9GaWSf7llnpsILKteE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,vivianthemicgirl,What’s the time?,187400,51800,8100000,30900,67,original sound,Vivian the mic girl,True,2025-04-08 19:34:32+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5519355b78bba81c827bb74abc400808~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=099e3262&x-expires=1761944400&x-signature=Hnj1Sc6PHWsF5YDPFf%2BqN5w1C%2FQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,godxf1234,"one hour stopwatch
1시간 스톱워치#추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추 #추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추 #추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추 #추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추 #추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추천추",1820,2631,73100,42,3599,오리지널 사운드 - 시무룩,시무룩,True,2024-11-01 14:12:46+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/75ec893c7e21f7df250b1ea5272304e9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=70fa42ba&x-expires=1761944400&x-signature=qvke0m10%2BwAt%2BXtmNEGCUI2ToHA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,matthewevan123,"These TikTok features are out of control, 4 years on here and just learned if you double tap the + sign you can see watch history?!? #tiktokfeature #dsd #followme #gotcha",3989,174,316400,374,9,son original,FrenchCore,True,2025-08-13 15:13:11+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353118218489184302~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6c2a403b&x-expires=1761944400&x-signature=ZKgLJvuR0bk7EQfwEzQC3MMxf3w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,themadweedler,Just a 6 minute stopwatch lol,59,125,11400,35,396,original sound,TheMadWeedler,True,2022-08-10 05:30:08+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/26ad17f55fc8e1ffff763d587a057751~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3de7411a&x-expires=1761944400&x-signature=U3iSH3BeCPYRWH0nYSqx38jntoA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,zmi215_,I’m not even gonna open my mouth bro what?😭😭,2522,749,71200,176,10,original sound,brandon,True,2025-08-06 16:01:58+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7321250217410920491~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4f162192&x-expires=1761944400&x-signature=VZHkLDSeB9v5Ib1NASDdAYkiKDo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,bennetthartwastaken,This was a battle. #24hours #clock #challenge,3900000,27800,31900000,33000,60,original sound,Bennett Hart,True,2024-01-10 00:18:42+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/79ad1b7034ede76d0b11443d5207c3b2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=bb74ee0d&x-expires=1761944400&x-signature=%2BowLxy63vYqLSTPGC6VpCsVDyNI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,watersaviors,"That watch still ticks to this day.
#WaterSaviors #ProtectTheWaters #GodsTiming #CleanRivers #Day114",1520,71,59300,49,65,original sound,water_saviors,True,2025-10-27 22:41:53+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a73ddb357fb22e491879999cc3ac1f68~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ae74ede8&x-expires=1761944400&x-signature=Vc75KQa9Fcs%2FO0cAh1%2Fdzu06nq0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,tune._.s,"What a view 😛
#fyp #bmw #m3 #g80 #viraltiktok",53400,4357,232700,69,8,original sound,wevrix,True,2025-10-01 02:16:27+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d12d1670532e74b9e6485b40f5764d9c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2e5ffcf9&x-expires=1761944400&x-signature=L4OBc1hIec%2FYRZ%2BB0QJVlRKMj1Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,arfan_izzuddin,kata kata yang bagus nanti aku pin #sunset #sunsetlover #sunsetviews #sky #sadvibes #healing #fyp,328100,35400,4400000,8427,15,Jiwa Yang Bersedih (Sped Up Version),Ghea Indrawari,False,2023-07-08 11:08:58+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d95b9653383e050072595d2c83472851~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a7723640&x-expires=1761944400&x-signature=4JHDOdidNjwbT1L6Xjt0ICFhv0k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,jan.mssr,#view #hiking #schwitzerland,727600,121700,3900000,3286,14,original sound,𝓘𝓿𝔂 ✞,True,2025-06-21 17:13:51+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/26c756bd3173383498a22ab5cadc0ccf~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=fcbb4aea&x-expires=1761944400&x-signature=omvuJX40QnVQ8Ut%2F86BJWqRir%2B4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a,degraaf.david,Washington views never get old 👌 #naturetiktok #washingtoncheck,3473,459,19300,21,11,original sound,𝓘𝓿𝔂 ✞,True,2025-07-14 16:21:01+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b19a0ff30286ed84ab7154d52c239bd3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f0e6efa1&x-expires=1761944400&x-signature=g1Uq0t0sWzqF04NZgkWw2DxQNd8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,wanders.with.diana,"such a beautiful view ⚡️
#nature #beautifulnature #beautifulview #view #naturevibes #beauty #beautifuldestinations #beautiful #viral_video #fyp",7448,1888,120700,285,10,original sound,ⱼₐcₒb🇵🇱,True,2025-04-08 18:47:26+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5aad3bbe88145af66f7361ab82c2d04d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e0d0cfba&x-expires=1761944400&x-signature=JkQy0G4dKVF8eESAjF5ZSXh7GcY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,yalteur1,#yalteur #Mood #views,336000,48100,3500000,3865,20,sounds of legends,dekingbeatz,True,2024-05-04 18:06:02+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f3a82eab33a6f2eaf095449797d2d612~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8f77b5f9&x-expires=1761944400&x-signature=ui%2Frdh4g%2BQLTZes9xbXW9scWYvo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,elysianescape,the stars in the sky 🌌 #nightsky #star #aesthetic #scenery #relax #peace #nightview🌌 #universe,916200,63000,6900000,2960,13,sunet original,tonilk_,True,2024-07-22 05:24:50+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/be523469d5a863db8a34d2650ec813fa~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=99b55d47&x-expires=1761944400&x-signature=PXjIk3VSq460ZrewX6%2FNtT4pVEA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,sohailbasharti,Back My Team Support Guys India Allah with full action🫣❤️ #foryou #sohailbasharti #teamlegendsdk @TiktokPakistanOfficial @TikTok,18200,217,474600,456,24,original sound,Saim Rajput  🚩,True,2025-09-13 03:53:29+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/af31498e9c53a08bb2892e27f65bfb51~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5d9a7720&x-expires=1761944400&x-signature=rBd8YKFWW02klgzt%2FLx8y12zmBg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,gideonixiet,free to use #live #livephoto #view #moon #night #dronevideo #fyp,9929,16500,709100,249,17,suara asli - DENII,DENII,True,2024-11-17 03:46:05+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2843548d57daefc6f5f9e04359d8a1e6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4a359932&x-expires=1761944400&x-signature=Bp%2FqCRg1ubVbkvxehuhdr1YIk7c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,dahliaagustinyy,Dunia dengan segala permasalahan nya tetap saja indah #pangalengan #jawabarat #bandung #atapjabar #traveling #view #alam #nature #pemandangan,312700,83800,5400000,2555,26,intro x chorus the night we met,ourfeelings🪐,True,2024-11-27 23:35:25+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/90a84016a9d7a7c75577a1aa395c1541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=59183c22&x-expires=1761944400&x-signature=YCb6OnrKRsVOL6w7gtSCWqCREcU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,naturebeautyscenery,"#city #night #niceview 
#nicescenery #amazingview #stunning #freetouse #longervideos #livewallpaper #videobackground #trending #viral #foryoupage #foryou",22000,27700,1800000,128,60,original sound - naturebeautyscenery,naturebeautyscenery,True,2024-01-24 05:53:48+00:00,
https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/84e44aa9046d80d0d1133aaa5e3fa773~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=abb15731&x-expires=1761944400&x-signature=BR1WJvhU8VDZbJT1bSUAXb3EZrI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,mmarkroberts,hurricane melissa 2025 looks fun on Jamaican tiktok just I know it is making  light of it cause the Hurricane Melissa Update vids I’ve been getting really do show the extent of the situation. im thinking the silly vids were probably just recorded in the eye of the hurricane or something. what are your thoughts though? #hurricanemelissa,1282,30,13400,24,101,original sound,Mark Roberts,True,2025-10-29 17:54:52+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bdbf4d917074370b6357f3cf2e02dc12~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8f0b2153&x-expires=1761944400&x-signature=uuE0wn%2B0F81vcHV0TCmDgDtbUtI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,bebathebeautiful,Check Olandrias story for donation links!!! #olandriacarthen,33300,769,172900,463,107,original sound,Beba🇵🇸🇨🇩🇸🇩,True,2025-10-29 17:36:07+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2a429cb9794960d48df9ad2f57fb65f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e8cd1476&x-expires=1761944400&x-signature=HsyvMGjAVgWc8FU8shi%2B6nDI65s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,memlisher.mashups,doyalike freddy fazbear #freddyfazbear #ocholera #doyalike,2900000,225900,23700000,31300,20,doyalike fazbear,memlisher,True,2023-11-10 17:32:59+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/90a84016a9d7a7c75577a1aa395c1541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=59183c22&x-expires=1761944400&x-signature=YCb6OnrKRsVOL6w7gtSCWqCREcU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,naturebeautyscenery,#moon #nightscenery #naturebeauty #naturescenery #naturelover #nicescenery #livewallpaper #videobackground #niceview #amazingview #stunning #relaxing #trendingtiktok #viraltiktok #foryoupage #foryou,20100,20300,2800000,634,7,original sound - naturebeautyscenery,naturebeautyscenery,True,2023-08-28 10:42:12+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9a3f2447a011b2394b53b44e73ae79f4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=90b805ed&x-expires=1761944400&x-signature=BDLjf%2FDKseDz27LonZ0BdZqnwag%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,mammee_2024,#duet with @𝐌𝐚𝐦𝐦𝐞𝐞 2025_(🤍🌳❤️) #ComfortSegredos,54700,54300,743200,17500,38,"News, news, seriousness, tension(1077866)",Lyrebirds music,False,2025-10-26 13:18:55+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a3d2f07d0c18bafedb71d3b5a855c79c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5d0dbedb&x-expires=1761944400&x-signature=qMdyN3852wZND6M3aBFJQytNBFg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,nice.view48,nice view ❤️🥰#foryou #foryoupage #viralvideo #viral #trending,12000,1408,197000,391,12,original sound,NICE view,True,2025-07-27 15:55:16+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/89e7cb2e8130a99ddb5d232292244378~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=7941c76c&x-expires=1761944400&x-signature=kcRgxQlUMh6MtHBBsBSeJsjbXj8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,opikkipow,"20 million viewers and still counting🥹

#switzerland #traveltiktok",525000,6935,3000000,1225,14,Snow On The Beach,Taylor Swift,False,2023-11-08 13:55:57+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b18a2dbe1eebe6488b9d6450a5c234e6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f832171c&x-expires=1761944400&x-signature=ncy9pWskxDKs6EBG%2FLBcEkNlKSo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,calmcozy44,"Beautiful Destin Sunset
#ai #aigenerated #relaxing #stressfree #beach #waves #ocean",13900,13300,966700,479,10,Calming Ocean Waves,Ocean Waves Radiance & Ocean Waves for Sleep,False,2025-02-24 07:14:26+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d0b43a8340fcef5ad5b03987cbb4ad06~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d0b5cc9a&x-expires=1761944400&x-signature=3ufjvcgvthGmfuBfaj19Rw%2FVFbc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,jetset_anna,Island bound! TAG someone who you would love to be here with 🐚🌴 #seychelles #traveltok #seychellestiktok🇸🇨 #travel #luxurytravel #indianocean #travelbucketlist #christmas2021 #beautifulhotels #beachday,68400,10500,1800000,994,9,Stereo Love,instrumental,False,2021-12-27 10:57:53+00:00,
https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/6563791d4ba7181ba5d7264078aad583~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=329fc574&x-expires=1761944400&x-signature=5rdTkw9GtDjxmbQ8LOWV9dp2e68%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,gntechofficial,"How to viral your TikTok videos for free get 1milion views unfreeze your TikTok account 
#viral_video #tiktok",574,86,36200,39,28,Montagem Rave Eterno,Dj Samir & Fyex,False,2024-11-14 14:33:48+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/677f86a49c9ee929c5c7a8babbd81306~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ee80466c&x-expires=1761944400&x-signature=DpJU0LGjiIFUD%2FPNmc%2FLscVTMvY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,nature_sounds45,"Scenery 🌧️ 🎶 🌱
#suny #walpaper #wiew #landscape #photography #video #landscapephotography #sky #clouds #white #blue #natur #natural #naturetiktok #montains #water #waterfall #eart #world #doğa #paradise #heaven #bounty #scenery #amazing #trend #trending #viralvideo #viraltiktok #fy #fypage #fyppppppppppppppppppppppp #fypdongggggggg #fyptiktok #fypviral",101200,36600,5600000,3929,11,sonido original,Raimy Salazar Oficial,True,2024-06-25 22:40:49+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5fa62be85e881ed6440d84ae79e73419~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=6bccd6c0&x-expires=1761944400&x-signature=3TnY9pApInOhIMjsTMK8S0erOW8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,muboy_,"New to TikTok? Views nahi aa rahe? 😕 Try these 3 simple settings to fix your views & get more likes fast! 🔥📈
Yeh tricks specially un logon ke liye hain jo chhote creators hain ya abhi TikTok start kiya hai. FYP par jana mushkil nahi 💯
#TikTokViews #FYPTricks #ViewsProblem #TikTokGrowthTips #ViralSettings #SmallCreatorHelp #BeginnerTips #muboy #LearnOnTikTok #socialmediatips #foryou",24900,1986,606600,2097,59,original sound,Hamza Aziz,True,2025-06-19 13:34:51+00:00,
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6a50e61c7f08215db94f5f6db7e38660~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=d1dc3921&x-expires=1761944400&x-signature=6Qom5S3DUIPy12iDwgavWA5kmfA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,astrospaceq,Thanks for 1M ❤️ #universe #space,1500000,105600,16700000,13800,17,оригинальный звук - astrospaceq,astrospaceq,False,2024-09-17 21:05:30+00:00,
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/75f4edc9d41dcaa1b5bfef4a58853870~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=a4f34c2f&x-expires=1761944400&x-signature=AZw7Gp1WoBvx5EKgj%2FcHCVpIBtU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my,afrowalx,"4thing you need to tell your girl she we will for in love 
[1] I don’t love you 
[2] I just manage you 
[3] I hate you 
[4] avoid me  #fypツ #funny #nigeria 
#foryou #comedy  💕😆",4674,185,828700,573,267,original sound,🏀nye Ngbu 🇳🇬,True,2025-09-25 22:17:08+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0aeba0fc4b647cf0e4524af0f8f48c76~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f56328b9&x-expires=1761944400&x-signature=bnP6DIpgd5VJG%2F0M9BLJCGFTykA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,ale954960,"Subconsciously they won’t lie, they’ll look at the person they like first #fypシ゚viral #foryou #funny #trend #viral",3500000,260800,55400000,16200,62,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,False,2025-09-15 05:49:46+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cb0b2cddde2c0fa0e9d5d6cd459dce0d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9b645fb1&x-expires=1761944400&x-signature=JEfRWPh00S11Vd0xyY%2FWfNrI29U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,whois_briibrii,I’m always the target send helppp…🫤 #fyp #fypシ゚viral #trending #robloxfyp #baddiesroblox,18,0,308,4,63,"Mozart/Requiem ""Lacrimosa""(1394506)",Mint,False,2025-10-29 19:21:02+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/28cd300f43e2ffea0eed4681cf7dc83b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=61937e89&x-expires=1761944400&x-signature=ncmv9dzANZx5N5BN6E9Nl53DEQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,rnb495,Best song in the album!!! #foryou #fyp #tylerthecreator #likehim,1800000,20600,10700000,2158,31,original sound,︎,True,2024-11-27 10:16:15+00:00,
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/293d92e57dd9406bd685be070e0d154b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a2753146&x-expires=1761944400&x-signature=x6bVeG9tjZXLcHAwfEEl6IeQcTo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,pandavoicing,"""FALL IN LOVE"" (Song: Everything Is Romantic)

A silly scene from a few ocs me and my girlfriend have lol- I hope you guys enjoy this one and make sure to leave your questions in my QNA video if you want them answered come Friday!

If you like this make sure to check out the subscriptions for the page, it helps out more than you know! ^-^

#oc #FallInLove #newaudio #Writertok #pandavoicing #fyp #edit #voiceactor #commsopen #ocedit #anime #va",125,7,1160,0,38,original sound - pandavoicing,pandavoicing,True,2025-10-29 19:30:00+00:00,
